ID,Reason for Absence,Date,Seasons,Transportation Expense,Distance to Work,Service time,Age,Daily Work Load Average,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pets,Weight,Height,Body Mass Index,Absenteeism Time in Hours
22,13,3/3/2016,2,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,8
33,14,4/3/2016,2,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
20,13,4/3/2016,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,40
17,11,7/3/2016,2,179,22,17,40,343.253,95,0,2,2,0,1,0,63,170,22,40
14,1,14/3/2016,2,155,12,14,34,343.253,95,0,1,2,1,0,0,95,196,25,16
20,26,21/3/2016,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,16
14,13,22/3/2016,2,155,12,14,34,343.253,95,0,1,2,1,0,0,95,196,25,8
11,6,24/3/2016,2,289,36,13,33,343.253,95,0,1,2,1,0,1,90,172,30,8
17,8,24/3/2016,2,179,22,17,40,343.253,95,0,2,2,0,1,0,63,170,22,8
20,28,25/3/2016,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,4
28,23,25/3/2016,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1
7,14,28/3/2016,2,279,5,14,39,343.253,95,0,1,2,1,1,0,68,168,24,8
3,13,29/3/2016,2,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,24
28,23,30/3/2016,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
28,11,28/3/2016,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,8
22,13,28/3/2016,3,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,1
28,11,29/3/2016,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,8
28,11,30/3/2016,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,16
3,13,30/3/2016,3,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,3
7,14,17/3/2016,3,279,5,14,39,343.253,95,0,1,2,1,1,0,68,168,24,16
28,28,18/3/2016,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
33,14,25/3/2016,3,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
28,28,28/3/2016,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1
15,28,6/4/2016,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,1
28,23,13/4/2016,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,1
14,28,12/4/2016,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,1
24,13,13/4/2016,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,24
14,23,14/4/2016,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,1
28,28,15/4/2016,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,2
20,28,15/4/2016,3,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,4
3,13,6/4/2016,3,179,51,18,38,326.452,96,0,1,0,1,0,0,89,170,31,24
36,23,7/4/2016,3,118,13,18,50,326.452,96,0,1,1,1,0,0,98,178,31,1
15,23,8/4/2016,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,3
24,14,8/4/2016,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,8
15,28,22/4/2016,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,1
33,28,29/4/2016,3,248,25,14,47,326.452,96,0,1,2,0,0,1,86,165,32,8
20,19,29/4/2016,3,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,56
11,19,26/4/2016,3,289,36,13,33,326.452,96,0,1,2,1,0,1,90,172,30,8
14,12,27/4/2016,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,24
23,19,27/4/2016,3,378,49,11,36,326.452,96,0,1,2,0,1,4,65,174,21,8
11,13,28/4/2016,3,289,36,13,33,326.452,96,0,1,2,1,0,1,90,172,30,16
1,7,8/4/2016,3,235,11,14,37,326.452,96,0,3,1,0,0,1,88,172,29,3
2,0,4/4/2016,3,235,29,12,48,326.452,96,1,1,1,0,1,5,88,163,33,0
11,13,4/5/2016,3,289,36,13,33,378.884,92,0,1,2,1,0,1,90,172,30,8
14,28,5/5/2016,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
14,28,2/5/2016,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,1
3,18,3/5/2016,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,8
28,19,3/5/2016,3,225,26,9,28,378.884,92,0,1,1,0,0,2,69,169,24,8
27,7,11/5/2016,3,184,42,7,27,378.884,92,0,1,0,0,0,0,58,167,21,4
14,28,9/5/2016,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
3,12,10/5/2016,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,1
11,13,4/5/2016,3,289,36,13,33,378.884,92,0,1,2,1,0,1,90,172,30,24
7,0,11/5/2016,3,279,5,14,39,378.884,92,1,1,2,1,1,0,68,168,24,0
18,0,18/5/2016,3,330,16,4,28,378.884,92,1,2,0,0,0,0,84,182,25,0
23,0,25/5/2016,3,378,49,11,36,378.884,92,1,1,2,0,1,4,65,174,21,0
31,0,25/5/2016,3,388,15,9,50,378.884,92,1,1,0,0,0,0,76,178,24,0
3,11,24/5/2016,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,1
36,13,11/5/2016,3,118,13,18,50,378.884,92,0,1,1,1,0,0,98,178,31,24
10,22,27/5/2016,3,361,52,3,28,378.884,92,0,1,1,1,0,4,80,172,27,8
24,19,6/6/2016,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8
10,22,13/6/2016,3,361,52,3,28,377.55,94,0,1,1,1,0,4,80,172,27,8
24,10,14/6/2016,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,24
15,23,16/6/2016,3,291,31,12,40,377.55,94,0,1,1,1,0,1,73,171,25,4
24,10,17/6/2016,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8
3,11,13/6/2016,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,8
14,23,20/6/2016,3,155,12,14,34,377.55,94,0,1,2,1,0,0,95,196,25,4
24,10,27/6/2016,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8
36,13,29/6/2016,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,8
1,13,3/6/2016,3,235,11,14,37,377.55,94,0,3,1,0,0,1,88,172,29,16
36,23,7/6/2016,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,1
36,13,8/6/2016,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,80
23,22,9/6/2016,3,378,49,11,36,377.55,94,0,1,2,0,1,4,65,174,21,8
3,11,10/6/2016,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,2
32,28,20/6/2016,1,289,48,29,49,377.55,94,0,1,0,0,0,2,108,172,36,2
28,28,30/6/2016,1,225,26,9,28,377.55,94,0,1,1,0,0,2,69,169,24,2
14,19,5/7/2016,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,16
36,1,6/7/2016,1,118,13,18,50,275.312,98,0,1,1,1,0,0,98,178,31,8
34,5,8/7/2016,1,118,10,10,37,275.312,98,0,1,0,0,0,0,83,172,28,8
34,26,8/7/2016,1,118,10,10,37,275.312,98,0,1,0,0,0,0,83,172,28,4
18,26,12/7/2016,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8
22,18,14/7/2016,1,179,26,9,30,275.312,98,0,3,0,0,0,0,56,171,19,8
14,25,15/7/2016,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,2
18,1,18/7/2016,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8
18,1,19/7/2016,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8
30,25,18/7/2016,1,157,27,6,29,275.312,98,0,1,0,1,1,0,75,185,22,3
10,22,19/7/2016,1,361,52,3,28,275.312,98,0,1,1,1,0,4,80,172,27,8
11,26,20/7/2016,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,8
3,26,21/7/2016,1,179,51,18,38,275.312,98,0,1,0,1,0,0,89,170,31,8
11,19,11/7/2016,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,32
11,19,14/7/2016,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,8
20,0,21/7/2016,1,260,50,11,36,275.312,98,1,1,4,1,0,0,65,168,23,0
11,19,4/8/2016,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,8
30,19,11/8/2016,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,3
11,23,7/8/2016,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,1
9,18,8/8/2016,1,228,14,16,58,265.615,94,0,1,2,0,0,1,65,172,22,8
26,13,10/8/2016,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,1
26,14,10/8/2016,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,2
20,28,11/8/2016,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,4
11,23,8/8/2016,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,4
33,23,9/8/2016,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,1
21,11,10/8/2016,1,268,11,8,33,265.615,94,0,2,0,0,0,0,79,178,25,8
22,23,10/8/2016,1,179,26,9,30,265.615,94,0,3,0,0,0,0,56,171,19,1
36,13,10/8/2016,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,3
33,25,14/8/2016,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,2
1,23,15/8/2016,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,1
36,23,17/8/2016,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,1
1,19,24/8/2016,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,8
10,8,8/8/2016,1,361,52,3,28,265.615,94,0,1,1,1,0,4,80,172,27,8
27,6,30/8/2016,1,184,42,7,27,265.615,94,0,1,0,0,0,0,58,167,21,8
3,11,5/9/2016,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8
3,23,9/9/2016,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,3
11,19,7/9/2016,1,289,36,13,33,294.217,81,0,1,2,1,0,1,90,172,30,24
5,0,8/9/2016,1,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0
24,9,12/9/2016,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,16
15,28,13/9/2016,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
8,0,13/9/2016,1,231,35,14,39,294.217,81,1,1,2,1,0,2,100,170,35,0
19,0,13/9/2016,1,291,50,12,32,294.217,81,1,1,0,1,0,0,65,169,23,0
3,13,14/9/2016,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8
24,9,14/9/2016,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,32
3,23,15/9/2016,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,1
15,28,16/9/2016,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,4
20,28,16/9/2016,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,4
5,26,14/9/2016,4,235,20,13,43,294.217,81,0,1,1,1,0,0,106,167,38,8
36,28,15/9/2016,4,118,13,18,50,294.217,81,0,1,1,1,0,0,98,178,31,1
5,0,15/9/2016,4,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0
15,28,16/9/2016,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
15,7,26/9/2016,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,40
3,13,26/9/2016,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8
11,24,5/10/2016,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8
1,26,5/10/2016,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4
11,26,5/10/2016,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8
